name,latitude,longitude
IFAS Administrative Services,29.63878254268902,-82.35668727830782
IFAS Office/Lab,29.638505583165973,-82.35693218719588
Wildlife Molecular Ecology Office,29.638375363761238,-82.35660229900415
IFAS Parking,29.63853496231028,-82.35644773052034
IFAS Parking,29.63862944654219,-82.35710275777733
Forestry Resource & Conservation Office,29.63845255369782,-82.35733607746036
IFAS Communication Services,29.63876056054801,-82.35732899970522
IFAS Parking,29.639631809849952,-82.35650960686083
IFAS Headhouse,29.639103734592503,-82.35581602376459
Facilities Services Parking Lot,29.643950535449857,-82.37075189044445
University of Florida Facilities Services Administration Office,29.644309000404174,-82.3705265731522
Surplus Warehouse,29.643488291867786,-82.36764327921757
Facilities Services Building Services,29.64340467263187,-82.36991012924274
Reitz Union Drive,29.64563771690443,-82.34859256044523
Black Hall Parking,29.641750553960904,-82.34711515501458
Water Reclamation Power Generator,29.641882050000003,-82.3497578
Water Reclamation Electrical,29.64253638110888,-82.34994327530212
Chemical Engineering Student Center,29.64241784475469,-82.34784960998911
Fiber Hut Elmore,29.642679374973525,-82.36653480499386
Surplus Parking,29.643749195151337,-82.36776395746128
Facilities Services Masonry Shop,29.64440195515559,-82.36815378034424
Facilities Services Storage #2,29.644680975045013,-82.36928752852486
Grounds Storage Building,29.6446613786523,-82.3687441441183
Facilities Services Storage #3,29.644476875175226,-82.3686745974379
Facilities Services Training,29.64444149156278,-82.37000812817168
Cancer Genetics Parking,29.63685644476981,-82.3537774514428
Cancer Genetics Parking,29.637021491144047,-82.35323173183266
HOP Modular Building,29.637150711962388,-82.35419722422394
Cancer Genetics Parking,29.6375689697085,-82.35299763065487
Mowry Chilled Water Plant,29.63807613778458,-82.35311218895826
CEHT Annex Building,29.63659497871163,-82.35365824290345
UF Vet Science Surgery,29.637059491720336,-82.35372977613667
UF Toxicology Research Facility,29.637224848027753,-82.35366066450044
Archer Field,29.637216989028996,-82.35325189734327
Veterans Administration Medical Center Heliport,29.635424106891605,-82.35092927265059
Starbucks,29.651186745501153,-82.34279589864886
Kermit Sigmon Trail,29.637328618389787,-82.34801544807247
Beaty Towers,29.644956947579114,-82.34019312453209
"FLBLL - Gainesville 6"" Loop",29.638356426538067,-82.35082224038443
"FLBLK - Gainesville 4"" Lateral",29.636567135373344,-82.35963451446165
Shands Cogen Plant Pipeline,29.638795224792283,-82.34811170661449
DIamond Village Playground,29.642666495290776,-82.34202637793186
Lake Alice Creek,29.641660230224662,-82.34220922724697
Newell Drive,29.645170450242887,-82.34351346962677
Union Road,29.649752991505345,-82.34064174951088
Communicore Building,29.640855591820674,-82.34492760898783
Gale Lemerand Drive,29.63657414993219,-82.35017140058373
Museum Road,29.64225483293658,-82.36411831275461
Museum Road,29.642577121764706,-82.36408485341155
Radio Road,29.642255961580908,-82.36453076093592
Museum Road,29.642537735996115,-82.3640298311559
Museum Drive,29.641943079372005,-82.3641750136522
Museum Drive,29.641947461611274,-82.36424115007456
Radio Road,29.64232575215732,-82.36450794238964
Museum Road,29.64230893346115,-82.36435462196364
Museum Road,29.642206,-82.36433554999999
Museum Road,29.642176039762877,-82.36424063820995
Museum Road,29.642375172483877,-82.36416045629022
Museum Road,29.6423977873007,-82.36426416938565
Museum Road,29.644867772171335,-82.34835762484666
Gale Lemerand Drive,29.645593219628477,-82.35035925680245
Ballpark Way,29.63439313862164,-82.36199862287985
Ballpark Way,29.632697575837103,-82.3617912218229
"James W. ""Bill"" Heavener Football Training Center",29.649618423332168,-82.35299564017845
Student Health Care Center,29.64870244580801,-82.35266404001185
Sweetwater Drive,29.64328144085372,-82.34880566659525
Malachowsky Hall,29.644047829946558,-82.34777925662289
Sledd Arch,29.65083085,-82.34585444999999
Murphree Commons Courtyard,29.651134575017934,-82.34570925513594
Buckman Courtyard,29.650871645144612,-82.3452294230772
Thomas Green,29.65129241055956,-82.34614971583791
Hull Road,29.637624584671933,-82.36523849780062
Hull Road,29.637632997714004,-82.36666920029518
Hull Road,29.63769172857731,-82.36343868679059
Stadium Road,29.64863458336252,-82.34712809814026
Gale Lemerand Drive,29.63879554124171,-82.35048109179152
McCarty Drive,29.64509363901831,-82.34692484914108
Hull Road,29.637644873609815,-82.359509949823
Museum Drive,29.63765875,-82.3641796
Building #2,29.645801916221178,-82.34191108425911
Building #1,29.645329471538826,-82.3423817149667
Building #3,29.645047720038818,-82.341758862004
Museum Drive,29.63808394367599,-82.36418261545428
Stadium Road,29.648600688352065,-82.35008147939976
Stadium Road,29.64864817854222,-82.34938875013819
Newell Drive,29.644268185184316,-82.34351058487096
Newell Drive,29.644762641732882,-82.34351296265282
Hull Road,29.63762842271086,-82.3634406523925
Memorial Road,29.640624766553383,-82.362780874152
Museum Drive,29.63953920080281,-82.36418227663663
Orange Drive,29.64169490581644,-82.36982509114294
Orange Drive,29.63854754518265,-82.3705942957332
Reitz Union Drive,29.645213206458934,-82.34859858161731
Fletcher Drive,29.648783949148946,-82.34602537326501
Center Drive,29.64087815,-82.3461608
Center Drive,29.641486969558805,-82.34624448404674
Stadium Road,29.648621326497963,-82.34635108371877
Reitz Union North Lawn Closure,29.647770219351496,-82.34563039962187
Reitz Union North Lawn Closure,29.64765613206924,-82.34466746507903
Center Drive,29.641056,-82.3461874
Center Drive,29.640703024342773,-82.3461344659383
Center Drive,29.64118365,-82.34620445
Mowry Road,29.63938177464441,-82.34986610300423
Architecture Building Expansion,29.648299852008822,-82.34193996748617
Engineering Building Renovation,29.642520302802744,-82.34701674541726
Center Drive,29.641760849999997,-82.3463024
Yulee Pit,29.645276035519906,-82.34035680500268
Building #5,29.645445266094402,-82.34157668501867
Health Science Lawn,29.641390921735134,-82.3448718025249
Gatorwell Health Promotion Services,29.646572913427168,-82.34794568718372
Blue Elevator,29.64640141844909,-82.34795529688289
Blue Elevator,29.64640083571755,-82.3478846198126
Orange Elevator,29.646403217889205,-82.34762613455963
Food Court,29.646086153598354,-82.34781516604194
Information Desk,29.646518434277166,-82.34741082463243
Reitz Union Administration,29.64657627207448,-82.34768373862016
Catering,29.646548963578596,-82.34756515315875
Event Services,29.646547510477706,-82.34746425018311
University of Florida Bookstore,29.645740745757397,-82.34782305521817
Career Connections Center,29.646472317999976,-82.34839841815432
Grand Ballroom,29.64648631785956,-82.34837274904771
Auditorium,29.64658136884837,-82.34792427056814
2330,29.646178316916153,-82.34799316641386
2325,29.646178491791225,-82.34791065809628
2320,29.64617791024291,-82.34782970711542
2315,29.646178292722347,-82.347749557519
2360,29.64595862686685,-82.34787534442222
2365,29.645971449974162,-82.34797896995705
2365,29.645969462879254,-82.34777314680063
2335,29.6460733370336,-82.34795385830111
2340,29.64607214208288,-82.3477924754654
2345,29.646101275523705,-82.34762330197847
2350,29.646058598216747,-82.34762413055387
David and Wanda Brown Center for Leadership and Service,29.646241700752267,-82.34753193056231
Student Activities and Involvement Information Desk,29.646404043837542,-82.34726495608602
2101,29.64628642832483,-82.34732783252821
2102,29.646291385933267,-82.34725228014032
2103,29.646282444143374,-82.34715413562178
2104,29.646326947243992,-82.34715521730108
2106,29.64640949373098,-82.34707266060192
2108,29.64649290581083,-82.34715393855194
Student Government Graphics and Copy Center,29.646409958919104,-82.34714307897337
The Gallery,29.64656725473493,-82.34773457725393
Center for Inclusion & Multicultural Engagement,29.646581640681863,-82.3473835848045
Soccer Practice Field,29.63967705963953,-82.3651890248267
Maguire Village,29.640841211637987,-82.370876502815
University Village South,29.638744699345565,-82.37137881347194
Diamond Village,29.642693416305388,-82.34099875640713
Diamond Road,29.641734200000002,-82.3426586
Surge Area Drive,29.631874100665023,-82.36687308213989
Levin College of Law,29.649075022946707,-82.35910278915881
Herbert Wertheim College of Engineering,29.64742043322978,-82.34883833392291
Corry Village,29.64626913823285,-82.3614124195393
Springs Residential Complex,29.648883221742366,-82.35704442032934
IFAS Research Drive,29.633987112676778,-82.36173240004253
Lakeside Residential Complex,29.641560896991646,-82.3658663331899
